utt,spk,cond,hyp
p00_u07,p00,avg_taps_ce0.0,앞으로 씨는 2023년 하반기 중 4차 태그 의무제를 도입해 버스 내 제차 인원 정보를 파악해 탑승 인원을 실시간 수집할 계획이다.
p00_u07,p00,avg_taps_ce10.0,앞으로 C는 2023년 하반기 중 4차 태그 의무제를 도입해 버스 내 제차 인원 정보를 파악해 탑승 인원을 실시간 수집할 계획이다.
p00_u07,p00,avg_ce0.0_ce10.0,앞으로 C는 2023년 하반기 중 4차 태그 의무제를 도입해 버스 내 제차 인원 정보를 파악해 탑승 인원을 실시간 수집할 계획이다.
p00_u08,p00,taps,"이를 통해 버스 내 혼잡도 정보를, 버스 정보 안내기, 스마트폰 등을 통해 이용 시민들에게 개공할 계획이다."
p00_u08,p00,avg_taps_ce0.0,이를 통해 버스 내 혼잡도 정보를 버스 정보 안내기 후 스마트폰 등을 통해 이용 시민들에게 제공할 계획이다.
p00_u08,p00,avg_taps_ce10.0,이를 통해 버스 내 혼잡도 정보를 버스 정보 안내기 스마트폰 등을 통해 이용 시민들에게 대공할 계획이다.
p00_u08,p00,avg_ce0.0_ce10.0,이를 통해 버스 내 혼잡도 정보를 버스 정보 안내기 스마트폰 등을 통해 이용 시민들에게 제공할 계획이다.
p00_u09,p00,taps,원주시는 19일 오후 호조면 4년이 칠봉쾌유공원에서 섬강자장나무습 둘레길 개통식을 개최했다.
p00_u09,p00,avg_taps_ce0.0,원주시는 19일 오후 호조면 산열리 7봉KU공원에서 섬강자장나무숩둘레길개통식을 개최했다.
p00_u09,p00,avg_taps_ce10.0,원주 씨는 19일 오후 호조면 4년이 칠봉쾌유공원에서 섬강자장나무습 둘레길 개통식을 개최했다.
p00_u09,p00,avg_ce0.0_ce10.0,원주 씨는 19일 오후 호조면 산열리 7봉쾌유공원에서 섬강 자장나무숩 둘레길 개통식을 개최했다.
p00_u10,p00,taps,이날 개통된 4.5km 규모의 둘레길은 태크길과 슈게 공간을 비롯해 수령 30년 이상의 자작나무과 굴랑을 이루고 있는 숲 등을 갖추고 있다.
p00_u10,p00,avg_taps_ce0.0,이날 개통된 4.5km 규모의 둘레길은 대크길과 시계 공간을 비롯해 수령 30년 이상의 자작나무가 굴랑을 이루고 있는 숲 등을 갖추고 있다.
p00_u10,p00,avg_taps_ce10.0,이날 개통된 4.5km 규모의 둘레길은 배크길과 휴게 공간을 비롯해 수령 30년 이상의 자장나무가 굴랑을 이루고 있는 숲 등을 갖추고 있다.
p00_u10,p00,avg_ce0.0_ce10.0,이날 개통된 4.5km 규모의 둘레길은 대극길과 시계 공간을 비롯해 수령 30년 이상의 자장나무가 굴랑을 이루고 있는 숲 등을 갖추고 있다.
p00_u11,p00,taps,칠봉체육경원에서 출발해 성강을 따라 걷는 태극길에는 들판과 강이 어우러진 풍강을 망기할 수 있다.
p00_u11,p00,avg_taps_ce0.0,칠봉체육경원에서 출발해 성강을 따라 걷는 태극길에는 들판과 강이 어우러진 풍강을 만기킬 수 있다.
p00_u11,p00,avg_taps_ce10.0,칠봉체육경원에서 출발해 성강을 따라 걷는 태극길에는 들판과 강이 어우러진 풍강을 만기할 수 있다.
p00_u11,p00,avg_ce0.0_ce10.0,칠봉체육경원에서 출발해 성강을 따라 걷는 태극길에는 들판과 강이 어우러진 풍강을 만기킬 수 있다.
p00_u12,p00,taps,이어 잔나무 숲을 지나면 곧 이어 은비차태를 뿐내는 자장나무 굴락이 나타난다.
p00_u12,p00,avg_taps_ce0.0,이어 잔나무 숲을 지나면 곧이어 은비차태를 뿐내는 자장나무 굴락이 나타난다.
p00_u12,p00,avg_taps_ce10.0,이어 잔나무 수풀 지나면 곧 이어 은비 차태를 뿐내는 자장나무 굴락이 나타난다.
p00_u12,p00,avg_ce0.0_ce10.0,이어 잔나무 수풀 지나면 곧이어 은비차태를 뿐내는 자장나무 굴락이 나타난다.
p00_u13,p00,taps,원주시는 관광객들에게 새로운 볼거리를 대공하기 위해 성강 가장 나무 숲 둘레길의 다양한 주제의 숲을 추가 조성하기로 했다.
p00_u13,p00,avg_taps_ce0.0,"원주시는 관광급들에게 새로운 볼거리를 제공하기 위해 성강, 가장나무숲, 둘레길의 다양한 주제의 수플 추가 조성하기로 했다."
p00_u13,p00,avg_taps_ce10.0,원주 씨는 관광객들에게 새로운 볼거리를 대공하기 위해 성강 가장 나무 숲 둘레길의 다양한 주제의 숲을 추가 조성하기로 했다.
p00_u13,p00,avg_ce0.0_ce10.0,원주 씨는 관광객들에게 새로운 볼거리를 제공하기 위해 성강 가장 나무 숲 둘레길의 다양한 주제의 숲을 추가 조성하기로 했다.
p00_u14,p00,taps,"원창목 원주시장은 키약산 둘렛길, 소금산 그랜드벨리 등과 연계한 관광 프로그램을 운영하는 방안도 검토하고 있다, 꼭 말했다."
p00_u14,p00,avg_taps_ce0.0,"원창목 원주시장은 취약산 둘레길, 소금산 그랜드벨리 등과 연기한 관광 프로그램을 운영하는 방안도 검토하고 있다, 꼭 말했다."
p00_u14,p00,avg_taps_ce10.0,"원창목 원주시장은 취약산 둘렛길, 소금산 그랜드벨리 등과 연계한 관광 프로그램을 운영하는 방안도 검토하고 있다. 그 말했다."
p00_u14,p00,avg_ce0.0_ce10.0,"원창목 원주시장은 취약산 둘렛길, 소금산 그랜드벨리 등과 연계한 관광 프로그램을 운영하는 방안도 검토하고 있다. 그 말했다."
p00_u15,p00,taps,앞서 원주시는 지난해 5월 139자 미킬로미터에 달하는 지약산 둘렛길 11개 코스 전 구간을 개통했다.
p00_u15,p00,avg_taps_ce0.0,앞서 원조지는 지난해 5월 139자 미크로미터의 달아는 지압산 둘레길 11개 코스 전 구간을 개통했다.
p00_u15,p00,avg_taps_ce10.0,앞서 원주 씨는 지난해 5월 139자 미킬로미터에 달하는 지약산 둘넥길 11개 코스 전 구간을 개통했다.
p00_u15,p00,avg_ce0.0_ce10.0,앞서 원조 씨는 지난해 5월 139자 미크로미터에 달하는 지약산 둘레길 11개 코스 전 구간을 개통했다.
p00_u16,p00,taps,"있는 등살로, 색길, 인도, 두길, 옛길, 마흑길 등 기존의 길을 연결하고, 새로운 길을 내어 다듬은 도부여행길이다."
p00_u16,p00,avg_taps_ce0.0,"있는 등살로, 색길, 인도, 두길, 옛길, 마흑길 등 기존의 길을 연결하고, 새로운 길을 내어 다듬은 도보 여행길이다."
p00_u16,p00,avg_taps_ce10.0,"있는 등살로 색길, 임도, 두길, 옛길, 마을길 등 기존의 길을 연결하고 새로운 길을 내어 다듬은 도보 여행길이다."
p00_u16,p00,avg_ce0.0_ce10.0,"있는 등살로 핵길, 임도, 두길, 옛길, 마흑길 등 기존의 길을 연결하고 새로운 길을 내어 다듬은 도보 여행길이다."
p00_u17,p00,taps,"순창군 체육회가 주최하고, 순창군 배드민턴협회가 주간에 열린 개시 미래 순창 고추장배 전국 배드민턴 대회가 청왕리에 막을 내렸다."
p00_u17,p00,avg_taps_ce0.0,순창군 체육회가 주최하고 순창군 배드민턴협회가 주간에 열린 제12회 순창 고추장배의 전국 배드민턴 대회가 성악리에 막을 내렸다.
p00_u17,p00,avg_taps_ce10.0,순창군 체육회가 주최하고 순창군 배드민턴협회가 주간에 열린 개시 미래 순창 고추장배 전국 배드민턴 대회가 청왕민의 막을 내렸다.
p00_u17,p00,avg_ce0.0_ce10.0,순창군 체육회가 주최하고 순창군 배드민턴 협회가 주간에 열린 제12회 순창 고추장배 전국 배드민턴 대회가 성악민의 막을 내렸다.
p00_u18,p00,taps,순창국민체육센터 등 세계구장에서 전라북도와 순창군이 후원해 지난 6일부터 이틀동안 열린 대회는 예상보자 많은 1천여 명이 참가해 은기를 실광케 했다.
p00_u18,p00,avg_taps_ce0.0,순창국민체육센터 등 세계구장에서 전라북도와 순창군이 후원해 지난 6일부터 이틀 동안 열린 대회는 예상보자 많은 1천여 명이 참가해 은기를 실광케 했다.
p00_u18,p00,avg_taps_ce10.0,순창국민체육센터 등 세계구장에서 전라북도와 순창군이 후원해 지난 6일부터 이틀 동안 열린 대회는 예상보자 많은 1천여 명이 참가해 은기를 실광케 했다.
p00_u18,p00,avg_ce0.0_ce10.0,순창국민체육센터 등 세계구장에서 전라북도와 순창군이 후원해 지난 6일부터 이틀 동안 열린 대회는 예상보다 많은 1천여 명이 참가해 은기를 실광케 했다.
p00_u19,p00,taps,"특히 이 참가한 선수는 모두 동원인으로 연령별, 상별, 경기 방식에 따라 친찍개조로 나눠 경기가 진행됐다."
p00_u19,p00,avg_taps_ce0.0,"특히 이 참가한 선수는 모두 동원인으로 연령별, 성별, 경기 방식에 따라 친식계조로 나눠 경기가 진행됐다."
p00_u19,p00,avg_taps_ce10.0,"특히 참가한 선수는 모두 동우인으로 연령별, 성별, 경기 방식에 따라 친찍개조로 나눠 경기가 진행됐다."
p00_u19,p00,avg_ce0.0_ce10.0,"특히 참가한 선수는 모두 동우인으로 연령별, 성별, 경기 방식에 따라 칠집개조로 나눠 경기가 진행됐다."
p00_u20,p00,taps,애초 국민체육센터와 장애인체육관 등 두 곳에서 대회가 진행될 예정이었으나 1천여 명이 첨가를 희망하자 순천 제일고 체육관까지 대관해 체계 구장에서 치러졌다.
p00_u20,p00,avg_taps_ce0.0,애초 국민체육센터와 장애인체육관 등 두고든서 대회가 진행될 예정이었으나 1천여 명이 첨가를 희망하자 품천 제일구 체육관까지 대관해 체계 부장에서 치러졌다.
p00_u20,p00,avg_taps_ce10.0,애초 국민체육센터와 장애인체육관 등 두 곳에서 대회가 진행될 예정이었으나 1천여 명이 참가를 희망하자 순천 대일구 체육관까지 대관해 체계구장에서 치러졌다.
p00_u20,p00,avg_ce0.0_ce10.0,애초 국민체육센터와 장애인체육관 등 두 곳에서 대회가 진행될 예정이었으나 1천여 명이 첨가를 희망하자 훈천 제일구 체육관까지 대관해 체계구장에서 치러졌다.
p00_u21,p00,taps,특히 코로나19 개확산세로 접어든 엄중한 시기여서 군과 배드민턴협회는 철저한 시설 방역에 중점을 두고 경기를 진행했다.
p00_u21,p00,avg_taps_ce0.0,특히 코로나19 개확산세로 접어든 엄중한 시기여서 군과 배드민턴협회는 철저한 시설 방역에 중점을 두고 경기를 진행했다.
p00_u21,p00,avg_taps_ce10.0,특히 코로나19 개확산세로 접어든 엄중한 시기여서 군과 배드민턴 협회는 철저한 시설 방역에 중점을 두고 경기를 진행했다.
p00_u21,p00,avg_ce0.0_ce10.0,특히 코로나19 개확산세로 접어든 엄중한 시기여서 군과 배드민턴 협회는 철저한 시설 방역에 중점을 두고 경기를 진행했다.
p00_u22,p00,taps,아울러 발열 체크와 꼼꼼한 시설 소득으로 동호인의 건강보호는 물론 기억내 코로나 확산 방지에 최선을 다했다는 게 기체체계 설명이다.
p00_u22,p00,avg_taps_ce0.0,아울러 발열 체크와 꼼꼼한 시설 소득으로 동호인의 건강보호는 물론 지역 내 코로나 확산 방지에 최선을 다했다는 게 지체체계 설명이다.
p00_u22,p00,avg_taps_ce10.0,아울러 발열 체크와 꼼꼼한 시설 소득으로 동호인의 건강보호는 물론 기억내 코로나 확산 방계의 최선을 다했다는 게 기체체계 설명이다.
p00_u22,p00,avg_ce0.0_ce10.0,아울러 발열 체크와 꼼꼼한 시설 소득으로 동호인의 건강보호는 물론 지역 내 코로나 확산 방지에 최선을 다했다는 게 지체 측의 설명이다.
p00_u23,p00,taps,한편 이번 대회는 코로나19가 발생하기 견인 지난 2019년을 마지막으로 그동안 열리지 못하다가 정부의 거리두기 해제 경책에 따라 3년 만에 다시 개최됐다.
p00_u23,p00,avg_taps_ce0.0,한편 이번 대회는 코로나19가 발생하기 전인 지난 2019년을 마지막으로 그동안 열리지 못하다가 정부의 거리두기 해제 정책에 따라 3년 만에 다시 개최됐다.
p00_u23,p00,avg_taps_ce10.0,한편 이번 대회는 코로나19가 발생하기 견인 지난 2019년을 마지막으로 그동안 열리지 못하다가 정부의 거리두기 해제 경책에 따라 3년 만에 다시 개최됐다.
p00_u23,p00,avg_ce0.0_ce10.0,한편 이번 대회는 코로나19가 발생하기 전인 지난 2019년을 마지막으로 그동안 열리지 못하다가 정부의 거리두기 해제 정책에 따라 3년 만에 다시 개최됐다.
p00_u24,p00,taps,자신의 아내를 성폭행했다고 오해 극장 동료를 흉기로 찔러 살해한 혐의를 받은 40대의 공무직 기관이 개판에 넘겨졌다.
p00_u24,p00,avg_taps_ce0.0,자신의 아내를 성폭행했다고 오해 극장 동료를 흉기로 찔러 살해한 혐의를 받은 40대의 공무직 직원이 대판에 넘겨졌다.
p00_u24,p00,avg_taps_ce10.0,자신의 아내를 성폭행했다고 오해 극장 동료를 흉기로 찔러 살해한 혐의를 받은 40대의 공무직 기관이 개판에 넘겨졌다.
p00_u24,p00,avg_ce0.0_ce10.0,자신의 아내를 성폭행했다고 오해 극장 동료를 신기로 찔러 살해한 혐의를 받은 40대의 공무직 직원이 대판에 넘겨졌다.
p00_u25,p00,taps,2일 법조기 따르면 임천지검은 살인 및 도로교통법상 음주운전 혐의로 임천 옹진군척 소속 공무원 직원 A 씨를 구속 기소했다.
p00_u25,p00,avg_taps_ce0.0,2일 법조기에 따르면 인천지검은 살인 및 도로교통법상 음주운전 혐의로 인천 옹진군척 소속 공무원 직원 A 씨를 구속 기소했다.
p00_u25,p00,avg_taps_ce10.0,이 일 법조기에 따르면 인천지검은 살인 및 도로교통법상 음주운전 혐의로 인천 옹진군척 소속 공무원 직원 A 씨를 구속 기소했다
p00_u25,p00,avg_ce0.0_ce10.0,이 일 법조기에 따르면 인천지검은 살인 및 도로교통법상 음주운전 혐의로 인천 옹진군척 소속 공무원 직원 A 씨를 구속 기소했다
p00_u26,p00,taps,해장 사건은 인천지법 형사 15부에 배당되시며 아직 첫 기일은 평해지지 않았다.
p00_u26,p00,avg_taps_ce0.0,해당 사건은 인천지법 형사 15부에 배당되시며 아직 첫 기일은 경해지지 않았다.
p00_u26,p00,avg_taps_ce10.0,해장 사건은 임천지법 형사 15부에 배당되시며 아직 첫 기일은 정해지지 않았다.
p00_u26,p00,avg_ce0.0_ce10.0,해장 사건은 임천지법 형사 15부에 배장되시며 아직 첫 기일은 정해지지 않았다.
p00_u27,p00,taps,"앞서 H에 대한 구속 전 피의자 신문을 진행한 김현덕, 인천지범, 영장 전담 부장 판사는 피의자가 도망할 우려가 있다며 구속 영장을 발부했다."
p00_u27,p00,avg_taps_ce0.0,"앞서 AC에 대한 구속 전 피의자 신문을 진행한 김선덕, 임천지범, 영장 전담 부장 판사는 피의자가 도망할 우려가 있다며 구속 영장을 발부했다."
p00_u27,p00,avg_taps_ce10.0,앞서 H에 대한 구속 전 피의자 신문을 진행한 김현덕 인천지범 영장 전담 부장 판사는 피의자가 도망할 우려가 있다며 구속 영장을 발부했다
p00_u27,p00,avg_ce0.0_ce10.0,앞서 A 씨에 대한 구속 전 피의자 신문을 진행한 김현덕 임천지범 영장 전담 부장 판사는 피의자가 도망할 우려가 있다며 구속 영장을 발부했다.
p00_u28,p00,taps,"A 씨는 영장 실질심사에 출석하기 전 피해자에게 할 말 없느냐는 취재진의 질문에 죄송하다, 부글때를 지었다, 그 작은 목소리로 잡혔다."
p00_u28,p00,avg_taps_ce0.0,"A 씨는 영장 실질 심사에 출석하기 전 피해자에게 할 말 없느냐는 취재진의 질문에 죄송하다, 두글때를 지었다, 그 작은 목소리로 잡혔다."
p00_u28,p00,avg_taps_ce10.0,A 씨는 영장 실질 심사에 출석하기 전 피해자에게 할 말 없느냐는 취재진의 질문에 죄송하다 구글 때를 지었다 그 작은 목소리로 잡혔다
p00_u28,p00,avg_ce0.0_ce10.0,A 씨는 영장 실질 심사에 출석하기 전 피해자에게 할 말 없느냐는 취재진의 질문에 죄송하다 두글대를 지었다 그 작은 목소리로 잡혔다
p00_u29,p00,taps,그는 지난달 12일 0시 5분께 한두루에서 면 사무소 동료인 공무집 직원비 씨의 복구 부위를 흥기로 찔러 살해한 혐의를 받고 있다.
p00_u29,p00,avg_taps_ce0.0,그는 지난달 12일 0시 5분께 한 도로에서 면 사무소 동료인 공무집 직원 bc의 복부 부위를 흥기로 찔러 살해한 혐의를 받고 있다.
p00_u29,p00,avg_taps_ce10.0,그는 지난달 12일 0시 5분께 한 도로에서 면 사무소 동료인 공무직 직원빛이의 복부 부위를 흥기로 질러 살해한 혐의를 받고 있다.
p00_u29,p00,avg_ce0.0_ce10.0,그는 지난달 12일 0시 5분께 한 도로에서 면 사무소 동료인 공무직 직원빛이의 복부 부위를 흥기로 질러 살해한 혐의를 받고 있다.
p00_u30,p00,taps,H는 범행 당일 오후 bc를 포함해 기인들과 함께 고기집에서 술을 마신 후 자기 집에서 다같이 술자리를 또 가졌던 것으로 조사됐다.
p00_u30,p00,avg_taps_ce0.0,H는 범행 당일 OBC를 포함해 귀인들과 함께 고깃집에서 술을 마신 후 자기 집에서 다같이 술자리를 또 가졌던 것으로 조사됐다.
p00_u30,p00,avg_taps_ce10.0,H는 범행 당일 OBC를 포함해 기인들과 함께 고기집에서 술을 마신 후 자기 집에서 다 같이 술자리를 또 가졌던 것으로 조사는 했다.
p00_u30,p00,avg_ce0.0_ce10.0,HG는 범행 당일 OBC를 포함해 귀인들과 함께 고기집에서 술을 마신 후 자기 집에서 다 같이 술자리를 또 가졌던 것으로 조사 냈다.
p00_u31,p00,taps,"이후 일행이 모두 기가 안 뒤, A 씨는 잠긴 방 안에서 옷을 벗은 채 잠든 아내를 보고, 술김에 B 씨가 자기 아내를 선곡행했다고 오해한 것으로 파악됐다."
p00_u31,p00,avg_taps_ce0.0,"이후 일행이 모두 기가 안 뒤, A 씨는 잠긴 방 안에서 옷을 벗은 채 잠든 아내를 보고, 술김에 B 씨가 자기 아내를 선곡행했다고 오해한 것으로 파악됐다."
p00_u31,p00,avg_taps_ce10.0,"이후 일행이 모두 기가 안 뒤, A 씨는 잠긴 방 안에서 옷을 벗은 채 잠든 아내를 보고, 술김에 B 씨가 자기 아내를 성폭행했다고 오해한 것으로 파악됐다."
p00_u31,p00,avg_ce0.0_ce10.0,"이후 일행이 모두 기가 안 뒤, A 씨는 잠긴 방 안에서 옷을 벗은 채 잠든 아내를 보고, 술김에 B 씨가 자기 아내를 성폭행했다고 오해한 것으로 파악됐다."
p00_u32,p00,taps,경찰 조사에서 A 씨는 평소부자수를 많이 마셔서 숲기맷빛 씨를 오해했다. 고 진술했다.
p00_u32,p00,avg_taps_ce0.0,"경찰 조사에서 A 씨는 평소부자수를 많이 마져서 숲기맷빛 씨를 오해했다, 꽃이 인술했다."
p00_u32,p00,avg_taps_ce10.0,경찰 조사에서 A 씨는 평소부자수를 많이 마셔서 술 김에 삐 씨를 오해 했다. 고 진술했다.
p00_u32,p00,avg_ce0.0_ce10.0,경찰 조사에서 A 씨는 평소부자수를 많이 마셔서 술김에 삐시를 오해했다. 꽃이 인술했다.
p00_u33,p00,taps,A 씨의 아내도 창고인 조사에서 B 씨에게 성폭행을 당한 사실이 없다고 밝힌 것으로 전해졌다.
p00_u33,p00,avg_taps_ce0.0,A 씨의 아내도 창고인 조사에서 B 씨에게 성폭행을 당한 사실이 없다고 밝힌 것으로 전해졌다.
p00_u33,p00,avg_taps_ce10.0,A 씨의 아내도 창구인 조사에서 B 씨에게 성폭행을 당한 사실이 없다고 밝힌 것으로 전해졌다.
p00_u33,p00,avg_ce0.0_ce10.0,A 씨의 아내도 창고인 조사에서 B 씨에게 성폭행을 당한 사실이 없다고 밝힌 것으로 전해졌다.
p00_u34,p00,taps,경북 7곡군이 링간 위탕을 통해 운영 중인 7곡보 야외 물놀이 상이 은기를 끌고 있다.
p00_u34,p00,avg_taps_ce0.0,경북 7곡군이 민간 위탁을 통해 운영 중인 7곡보 야외 물놀이상이 은기를 끌고 있다.
p00_u34,p00,avg_taps_ce10.0,경북 7국군이 민간 위탁을 통해 운영 중인 7국보 야외 물놀이상이 은기를 끌고 있다.
p00_u34,p00,avg_ce0.0_ce10.0,경북 7국군이 민간 위탁을 통해 운영 중인 7국보 야외 물놀이상이 은기를 끌고 있다.
p00_u35,p00,taps,"임종진 씨는 융결, 융결, 상등이 가녀와 올 여름에만 두 번째 즐겁고 야외 물놀이장을 찾았다."
p00_u35,p00,avg_taps_ce0.0,"임종진 씨는 융결, 융결, 쌍둥이 가녀와 올 여름에만 두 번째 즐겁고 야외 물놀이장을 찾았다."
p00_u35,p00,avg_taps_ce10.0,"임종진 씨는 융결, 융결, 쌍둥이 가녀와 올 여름에만 두 번째 즐겁고 야외 물놀이장을 찾았다."
p00_u35,p00,avg_ce0.0_ce10.0,"임종진 씨는 융결, 융결, 쌍둥이 가녀와 올 여름에만 두 번째 즐겁고 야외 물놀이장을 찾았다."
p00_u36,p00,taps,4인 가족 기준 2만 원이면 수영장은 물론 각종 물놀이 부대기서를 마음껏 이용할 수 있기 때문이다.
p00_u36,p00,avg_taps_ce0.0,"4인 가족 기준 2만 원이면, 시영장은 물론 각종 물놀이 부대기서를 마음껏 이용할 수 있기 때문이다."
p00_u36,p00,avg_taps_ce10.0,"4인 가족 기준 2만 원이면, 수영장은 물론 각종 물놀이 굳의 희서를 마음껏 이용할 수 있기 때문이다."
p00_u36,p00,avg_ce0.0_ce10.0,"하인 가족 기준 2만 원이면, 시영장은 물론 각종 물놀이 굳의 시설을 마음껏 이용할 수 있기 때문이다."
p00_u37,p00,taps,입장료 위에는 별도의 비용이 발생하지 않는 등 사설 물놀이장보다 저렴한 가격은 물론 다양한 부대시설과 레전 판매 음식물이 겨렴하기 때문이다.
p00_u37,p00,avg_taps_ce0.0,입장류 위에는 별도의 비용이 발생하지 않는 등 사설물놀이장보다 저렴한 가격은 물론 다양한 부대시설과 레전판매 음식물이 저렴하기 때문이다.
p00_u37,p00,avg_taps_ce10.0,입장류 위에는 별도의 비용이 발생하지 않는 등 사설물놀이장보다 저렴한 가격은 물론 다양한 부대시설과 매점 판매 음식물이 겨렴하기 때문이다.
p00_u37,p00,avg_ce0.0_ce10.0,입장류 위에는 별도의 비용이 발생하지 않는 등 사설 물놀이장보다 저렴한 가격은 물론 다양한 부대시설과 매점 판매 음식물이 저렴하기 때문이다.
