utt,spk,cond,hyp
p00_u02,p00,mix0.50,도시철도는 병원 백 이십 명인 한칸 사나의 백 팔십 명의 탐승했을 경우 혼잡한 상태로 승무원의 관리가 필요하다
p00_u02,p00,mix0.75,도시철도는 병원 백 이십 명인 한칸 사나의 백 팔십 명의 탐승했을 경우 혼잡한 상태로 승무원의 관리가 필요하다
p00_u02,p00,mix1.00,도시철도는 병원 백 이십 명인 한칸 사항에 백 팔십 명의 삼승했을 경우 혼잡한 상태로 승무원의 관리가 필요하다
p00_u02,p00,mix1.25,도시철도는 병원 백 이십 명인 한칸 사나의 백 팔십 명의 탐상했을 경우 혼잡한 상태로 승무원는 관리가 필요하다
p00_u02,p00,mix1.50,도시철도는 병원 백 이 명인 한칸 사나의 백 팔십 명의 탐상했을 경우 혼잡한 상태로 승무원는 관리가 필요하다
p00_u02,p00,taps_lpf3k,도기첩또는 병원 백 이쉰 명인 한칸 사나의 백 팔십 명의 삼상했을 경우 혼잡한 상태로 승무원의 관리가 필요하다
p00_u02,p00,taps_lpf4k,도시활도는 병원 백 이십 명인 한칸 사나의 백 팔십 명이 함승했을 경우 혼잡한 상태로 승무원의 관리가 필요하다
p00_u02,p00,taps_lpf5k,도시철도는 정원 백 이십 명인 한칸 사항의 백 팔십 명의 탐승했을 경우 혼잡한 상태로 승무원의 관리가 필요하다
p00_u02,p00,taps_lpf6k,도시철도는 정원 백 이십 명인 한칸 사장의 백 팔십 명의 탐승했을 경우 혼잡한 상태로 승무원의 관리가 필요하다
p00_u02,p00,taps_lpf7k,도시철도는 정원 백 이십 명인 한칸 사장의 백 팔십 명의 탐승했을 경우 혼잡한 상태로 승무원의 관리가 필요하다
p00_u02,p00,ce_lpf3k,도기 별도는 병원 백 이흔 명인 한칸 사의 백 팔백 명의 탄풍액 을경우 혼잡한 상태로 승무원는 관리가 필요한다
p00_u02,p00,ce_lpf4k,도시별도는 병원 백 이십 명인 한칸 사나의 백 팔백 명의 탄풍액 을경우 혼잡한 상태로 생무원는 관리가 필요하다
p00_u02,p00,ce_lpf5k,도시별도는 병원 백 이십 명인 한칸 사의 백 팔백 명의 탄풍액 을경우 혼잡한 상태로 승무원는 관리가 필요하다
p00_u02,p00,ce_lpf6k,독시별도는 병원 백 이십 명인 한칸 사항에 백 팔십 명의 탄풍했을 경우 혼잡한 상태로 승무원는 관리가 필요하다
p00_u02,p00,ce_lpf7k,도시철도는 병원 백 이십 명인 한칸 사나에 백 팔십 명의 탄상했을 경우 혼잡한 상태로 승무원는 관리가 필요하다
p00_u02,p00,taps_notch,도시철도는 정원 백 이십 명인 한칸 사항의 백 팔십 명의 상승했을 경우 혼잡한 상태로 승무원의 관리가 필요하다
p00_u02,p00,ce_notch,도시철도는 병원 백 이십 명인 한칸 사에 백 팔백 명의 탄풍했을 경우 혼잡한 상태로 생무원의 관리가 필요하다
p00_u02,p00,hyb_tapsLow_ceHigh,도시활도는 병원 백 이십 명인 한칸 사장의 백 팔십 명의 삼승했을 경우 혼잡한 상태로 승무원의 관리가 필요하다
p00_u02,p00,hyb_ceLow_tapsHigh,도시철도는 정원 백 이십 명인 한칸 사나의 백 팔십 명의 탐승했을 경우 혼잡한 상태로 승무원는 관리가 필요하다
p00_u03,p00,mix0.00,부산시는 출택근 시간 최대 순간 손자도가 백 이십 퍼센트 네외 수준으로 수도권간 달리 승찰이 크기 어려움을 확지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,mix0.25,부산시는 출택근 시간 최대 순간 손자도가 백 이십 퍼센트 네외 수준으로 수속권간 달리 승찰이 크게 어려움을 겪지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,mix0.50,부산시는 슐택근 시간 최대 순간 혼자도가 백 이십 퍼센트 네외 수준으로 수도공간 달리 승찰 크게 어려움을 겪지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,mix0.75,부산시는 큐택근 시간 최대 순간 혼자도가 백 이십 퍼센트 네외 수준으로 수도공간 달리 승찰 크게 어려움을 겪지 안는 수준에서 안전하게 관리되고 있다
p00_u03,p00,mix1.00,부산시는 슐택그 시간 최대 순간 훈자보가 백 이십 퍼센트 네외 수준으로 수도공간 달리 승찰 크기 어려움을 겪지 안는 수준에서 안전하게 관련되고 있다
p00_u03,p00,mix1.25,부산시는 출택그시간 최대 순간 혼자도가 백 이십 퍼센트 네외 수준으로 수도공간 달리 승찰 크기 어려움을 겪지 않는 수준에서 안전하게 관련되고 있다
p00_u03,p00,mix1.50,부산시는 슐택그시간 최대순간 혼자도가 백 이십 퍼센트 네외 수준으로 수도공간 달리 승찰 크기 어려움을 겪지 안는 수준에서 안전하게 관련되고 있다
p00_u03,p00,taps_lpf3k,부사시는 출택근 시간 최대 순간 환자도가 백 이십 퍼센트 네외 수준으로 수도권간 달리 승찰이 크기 어려움을 겪지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,taps_lpf4k,부사시는 슐택근 시간 최대 순간 손자도가 백 이십 퍼센트 네외 수준으로 수도권간 달리 승차이 크기 어려움을 겪지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,taps_lpf5k,부산시는 출택근 시간 최대 순간 손자도가 백 이십 퍼센트 네외 수준으로 수속권간 달리 승차이 크게 어려움을 겪지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,taps_lpf6k,부산시는 출택근 시간 최대 순간 손자도가 백 이십 퍼센트 네외 수준으로 수속권간 달리 승차이 크게 어려움을 겪지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,taps_lpf7k,부산시는 출택근 시간 최대 순간 손자도가 백 이십 퍼센트 네외 수준으로 수도권간 달리 승차이 크기 어려움을 확지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,ce_lpf3k,부담시는 슐택근 시간 최대 공간 환자도가 백 이십 퍼센트 액외 흑균으로 수도공간 달리 팽타 크기 어려움을 겪대 안는 훈균에서 안단하게 관련되고 있다
p00_u03,p00,ce_lpf4k,부담피는 슐택그 시간 최대 공간 혼자도가 백 이십 퍼센트 네외 수균으로 수도공간 달리 팽타 크기 어려움을 겪제 안는 훈준에서 안전하게 관련되고 있다
p00_u03,p00,ce_lpf5k,부담시는 슐택그 시간 최대 통간 혼자도가 백 이십 퍼센트 네외 수균으로 수도공간 달리 팽타 크기 어려움을 겪지 안는 훈준에서 안전하게 관련되고 있다
p00_u03,p00,ce_lpf6k,부담시는 슐택그 시간 최대 순간 혼자보가 백 이십 퍼센트 네외 수균으로 수도공간 달리 풍사 크기 어려움을 겪제 안는 훈준에서 안전하게 관련되고 있다
p00_u03,p00,ce_lpf7k,부담시는 슐택근 시간 최대 순간 혼자보가 백 이십 퍼센트 네외 수준으로 수도공간 달리 승찰 크의 어려움을 겪제 안는 수준에서 안전하게 관련되고 있다
p00_u03,p00,taps_notch,부산시는 출택근 시간 최대 순간 환자도가 백 이십 퍼센트 네외 수준으로 수도권간 달리 승차이 크게 어려움을 받지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,ce_notch,부사시는 슐택그 시간 최대순간 혼자도가 백 이십 퍼센트 네외 수준으로 수도공간 달리 팽찰 크기 어려움을 겪지 않는 훈균에서 안전하게 관련되고 있다
p00_u03,p00,hyb_tapsLow_ceHigh,부사시는 출택근 시간 최대 순간 손적도가 백 이십 퍼센트 네외 수준으로 수도권간 달리 승차 크기 어려움을 겪지 않는 수준에서 안전하게 관리되고 있다
p00_u03,p00,hyb_ceLow_tapsHigh,부산시는 출택네 시간 최대 순간 혼자도가 백 이십 퍼센트 네외 수준으로 수속공간 달리 승찰 크게 어려움을 겪지 않는 수준에서 안전하게 관련되고 있다
p00_u04,p00,mix0.00,팀는 최근 빅기했을 공영과 같이 일시적으로 혼자도 상승이 예상되는 행사는 빈차 추가투이 무정차 은행 등으로 혼자도를 해소하기로 했다
p00_u04,p00,mix0.25,팀는 최근 빅기했을 공영과 같이 일시적으로 혼자도 상승이 예상되는 행사는 빈차 추가투이 무정차 운행 등으로 혼자도를 해소하기로 했다
p00_u04,p00,mix0.50,팀는 최근 빅기했을 공영과 같이 일시적으로 혼자도 상승이 예상되는 행사는 빈찰추가트입 무정차 운행 등으로 혼자도를 해소하기로 했다
p00_u04,p00,mix0.75,팀는 최근 피기했을 공영과 같이 을실적으로 혼자도 상승이 예상되는 행사는 빈찰추가트의입 부정차 운행 등으로 혼잡도를 해소하기로 했다
p00_u04,p00,mix1.00,팀는 최근 피피했을 공영과 같이 을수적으로 혼자도 상승입 예상되는 행사는 빈찰추가트입 유병차 운행 등으로 혼잡도를 해소하기로 했다
p00_u04,p00,mix1.25,이는 최근 빅피했을 공영과 같트 을실적으로 혼자도 상승인 예상되는 행사는 빈차추가트입 부병차 운행 등으로 혼잡도를 해소하기로 했다
p00_u04,p00,mix1.50,이는 최근 빅피했을 공영과 같이 을식적으로 혼자도 상승이 예상배는 행사는 빈차추가트이 부동차 은행 등으로 혼작도를 해소하기로 했다
p00_u04,p00,taps_lpf3k,팀는 최근 피기했을 공영과 같이 일실적으로 혼적도 상승히 예상대는 행사는 빈파추가투 무성사 운행 등으로 혼격도를 해소하기로 했다
p00_u04,p00,taps_lpf4k,씨는 최근 피기했을 공영과 같이 일시적으로 혼자도 상승히 예상대는 행사는 김찰추가 투입 무정사 운행 등으로 혼잡도를 해소하기로 했다
p00_u04,p00,taps_lpf5k,씨는 최근 피기했을 공영과 같이 일시적으로 혼자도 상승히 예상되는 행사는 김찰추가 투입 무정차 운행 등으로 혼자도를 해소하기로 했다
p00_u04,p00,taps_lpf6k,씨는 최근 빅기했을 공영과 같이 일시적으로 혼자도 상승이 예상되는 행사는 김찰추가 투이 무정차 은행 등으로 혼자도를 해소하기로 했다
p00_u04,p00,taps_lpf7k,팀는 최근 빅기했을 공영과 같이 일시적으로 혼자도 상승이 예상되는 행사는 김찰 추가투이 무정차 은행 등으로 혼자도를 해소하기로 했다
p00_u04,p00,ce_lpf3k,히는 최근 빅부했트 공영과 같트 을적으로 혼자도 상승히 예상되는 행사는 빈탁추가트 물병사 운행 등으로 혼잡도를 해사하기로 했다
p00_u04,p00,ce_lpf4k,히는 최근 피피했을 공영과 같이 을필적으로 혼자도 상승히예상되는 행사는 빈판추가 급입 우병사 운행 등으로 혼적도를 해소하기로 했다
p00_u04,p00,ce_lpf5k,히는 최근 피피했을 공영과 같이 을필적으로 혼자도 상승님 예상배는 행사는 빈판추가 급입 우병사 운행 등으로 혼적도를 해소하기로 했다
p00_u04,p00,ce_lpf6k,히는 최근 피피했을 공영과 같이 을기적으로 혼자도 상승님 예상배는 행사는 빈찰추가 급입 물병사 운행등으로 혼적도를 해소하기로 했다
p00_u04,p00,ce_lpf7k,히는 최근 피피했을 공영과 같이 을적으로 혼자도 상승님 예상되는 행사는 본찰추가 급입 유병사 운행 등으로 혼잡도를 해소하기로 했다
p00_u04,p00,taps_notch,팀는 최근 빅기했을 공영과 같이 일시적으로 혼자도 상승이 예상되는 행사는 김차추가투의입 우정차 운행 등으로 혼자도를 해소하기로 했다
p00_u04,p00,ce_notch,이는 최근 피피했을 공영과 같이 율기적으로 혼자도 상승입 예상되는 행사는 빈차추가교입 부정차 운행등으로 혼작도를 해소하기로 했다
p00_u04,p00,hyb_tapsLow_ceHigh,팀는 최근 피기했을 공영과 같이 일기적으로 혼자도 상승히 예상매는 행사는 김차추가 투입 우정차 은행 등으로 혼격도를 해소하기로 했다
p00_u04,p00,hyb_ceLow_tapsHigh,팀는 최근 빅기했을 공영과 같이 을체적으로 혼자도 상승인 예상되는 행사는 빈찰트가트 우정차 운행 등으로 혼작도를 해소하기로 했다
p00_u05,p00,mix0.00,또 현재 운영되고에 있는 부상 교통 공사 은행 관제 현장 조치 메뉴할 등 관련 메뉴을 전난 재검점에 안전관리를 기속적으로 해나할 방침이다
p00_u05,p00,mix0.25,또 현재 운영되고에 있는 부상 교통공사 은행 관제 현장 교치 메뉴얼 등 관련 메뉴원을 전난 재검 점의 안전관리를 기속적으로 해나할 방침이다
p00_u05,p00,mix0.50,또 현재 운영대구에 있는 부상 교통 공사 은행 관제 현장 교치메뉴 등 관련 메뉴원을 전은 재검점의 안전관리를 기속적으로 해나할 방침이다
p00_u05,p00,mix0.75,또 현재 운영 대구에 있는 부상교통 공사 은행 관제현장 교치메뉴얼 등 반련 맹뉴원을 전은 대검점인 안전관리를 기속적으로 해나할 방침이다
p00_u05,p00,mix1.00,또 한재 운영 대부이 있는 부상교품 공사 은행 관제 현장 교치메뉴얼 등 반련 맹뉴주원을 전은 대검점인 안전관리를 기속적으로 해나간 방침이다
p00_u05,p00,mix1.25,또 한재 운영 백굴이 있는 부상교품 공사 은행 관제 현장 교치 메뉴얼 등 반련 맹주원을 전은 대검점인 안전관리를 기속적으로 해나간 방침이다
p00_u05,p00,mix1.50,또 한재 운영 백굴이 있는 부상교품 공사 은행 관제 한장 교치 메뉴얼 등 반련 맹주원을 전은 대검점인 안전관리를 기속적으로 해나간 방침이다
p00_u05,p00,taps_lpf3k,또 현재 운영되고에 있는 부상교통공사 운행 관계 현장 조치 메뉴할 등 반련 메뉴을 겪은 대검점에 안전관리를 기속적으로 해나할 방침이다
p00_u05,p00,taps_lpf4k,또 현재 운영되고에 있는 부상교통공사 운행 관제 현장 교치 메뉴할 등 반련 메뉴얼을 전은 재검점의 안전관리를 기속적으로 해나할 방침이다
p00_u05,p00,taps_lpf5k,또 현재 운영되고에 있는 부상교통 공사 운행 관제 현장 조치 메뉴할 등 반련 메뉴을 전난 재검점의 안전관리를 기속적으로 해나할 방침이다
p00_u05,p00,taps_lpf6k,또 현재 운영되고에 있는 부상교통 공사 은행 관제 현장 조치 메뉴 등 관련 메뉴을 전난 재검점에 안전관리를 기속적으로 해나할 방침이다
p00_u05,p00,taps_lpf7k,또 현재 운영되고에 있는 부상 교통 공사 운행 관제 현장 조치 메뉴할 등 관련 메뉴을 전난 재검점에 안전관리를 기속적으로 해나할 방침이다
p00_u05,p00,ce_lpf3k,또 한재 운영 대국 있는 부상교품 공사 은행 관비 한당 교치메뉴월 등 관련 맹뉴원을 전난 백 검점행 안전 관리를 공속적으로 해나간 방침이다
p00_u05,p00,ce_lpf4k,또 한재 운영 대부 있는 부상 교통공사 은행 관대 한장 교치메뉴월 등 반련 맹의주원을 전난 백 검점에 안병관리를 공속적으로 해나간 방침이다
p00_u05,p00,ce_lpf5k,또 한재 운영 백굴 있는 부상 교통공사 은행 관대 현장 교치메뉴월 등 반련 맹주원을 전난 백 검점에 안병관리를 공속적으로 해나간 방품이다
p00_u05,p00,ce_lpf6k,또 한재 운영 백굴 있는 부상교통공사 은행 관대 한장 교치메뉴얼 등 반련 맹주원을 전난 백 검점에 안병관리를 골속적으로 해나간 방침이다
p00_u05,p00,ce_lpf7k,또 한재 운영 백부 있는 부상교통공사 은행 관제 현장 교치메뉴얼 등 반련 맹주원을 전은 대검점에 안전관리를 구속적으로 해나간 방침이다
p00_u05,p00,taps_notch,또 현재 운영되고에 있는 부상 교통 공사 은행 관제 현장 조치 메뉴할 등 반련 메뉴얼을 전난 재검점의 안전 관리를 기속적으로 해나할 방침이다
p00_u05,p00,ce_notch,또 현재 운영 되고에 있는 부상교품 공사 은행 관제 현장 교치메뉴얼 등 반련 맨주원을 점은 백 검점에 안전관리를 기속적으로 해나간 방침이다
p00_u05,p00,hyb_tapsLow_ceHigh,또 현재 운영되고에 있는 부상교통공사 은행 관제 현장 조치 메뉴할 등 반련 메뉴얼을 전난 재검점에 안전관리를 기속적으로 해나할 방침이다
p00_u05,p00,hyb_ceLow_tapsHigh,또 현재 운영 대구에 있는 부상 교통공사 운행 관제 현장 교치메뉴얼 등 관련 맨뉴원을 전난 대검점인 안전관리를 기속적으로 해나간 방침이다
p00_u06,p00,mix0.00,시의마을박스는 출택근 시간대 일부 노선을 제외하고는 대부분의 노선히 혼적도가 낮자 현재는 승하차의 어려운없이 안전하게 관리되고 있다
p00_u06,p00,mix0.25,시내마을버스는 출택근 시간대 일부 노선을 대외하고는 대부분의 노선히 혼적도가 낮자 현재는 승활차의 어려운없이 안전하기 관리되고 있다
p00_u06,p00,mix0.50,시내마을버스는 출택근 시간대 일부 노선을 대외하고는 대부분의 노선히 혼적도가 낮자 현재는 승활차의 어려운없이 안전하게 관리되고 있다
p00_u06,p00,mix0.75,내마을버스는 출택근 시간대 일부 노선을 대외하고는 대부분의 노선히 혼적도가 낮자 현재는 승활차의 어려운없이 안전하게 관리되고 있다
p00_u06,p00,mix1.00,히네마을버스는 출택근 휴간때 일부 노선을 대외하고는 대부분의 노선히 혼자도가 나자 현재는 홍활탄의 어려 없이 안전하게 관리되고 있다
p00_u06,p00,mix1.25,히핵 마을버스는 출택민 시간대 일부 노선을 대외하고는 대부분의 노선히 혼자도가 나자 현재는 홍활탄의 어려울 없이 안전하기 관리되고 있다
p00_u06,p00,mix1.50,손핵마을버스는 실택민 시간대 일부 노선을 대외하고는 대부분의 노선히 혼자도가 나자 현재는 승활탄의 어려울 없이 안전하기 관리되고 있다
p00_u06,p00,taps_lpf3k,피네마을버스는 출택근 시간데 일부 노선을 대외하고는 대부분의 노선히 혼적도가 나자 현재는 승하타의 어려운없이 안전하기 관리되고 있다
p00_u06,p00,taps_lpf4k,시내마을버스는 출택근 시간때 일부 노선을 대외하고는 대부분의 노선히 혼적도가 낮자 현재는 승하차의 어려운없이 안전하기 관리되고 있다
p00_u06,p00,taps_lpf5k,시의마을박스는 출택근 시간대 일부 노선을 대외하고는 대부분의 노선히 혼적도가 낮자 현재는 승하차의 어려운없이 안전하게 관리되고 있다
p00_u06,p00,taps_lpf6k,시내마을박스는 출택근 시간대 일부 노선을 제외하고는 대부분의 노선히 혼적도가 낮자 현재는 승하차의 어려운없이 안전하게 관리되고 있다
p00_u06,p00,taps_lpf7k,시해마을박스는 출택근 시간대 일부 노선을 제외하고는 대부분의 노선히 혼적도가 낮자 현재는 승하차의 어려운없이 안전하게 관리되고 있다
p00_u06,p00,ce_lpf3k,히네마을박트는 출택근 휴간때 일부 노선을 대외하고 있는 대부분의 노선히 혼적도가 나자 현재는 통하타의 어려운 와이 안전하게 관리되고 있다
p00_u06,p00,ce_lpf4k,피네마을박에는 출택근 휴간때 일부 노선을 배외하고는 대부분의 노선히 혼자도가 나 현재는 통은탄의 어려운 와이 안전하게 관림되고 있다
p00_u06,p00,ce_lpf5k,히네마을박스는 출택근 휴간때 일부 노선을 배외하고는 대부분의 노선히 혼자도가 나 현재는 통은탄의 어려운 와이 안전하게 관림되고 있다
p00_u06,p00,ce_lpf6k,히네마을박스는 출택근 휴간 때 일부 노선을 배외하고는 대부분의 노선히 혼자도가 나 현재는 송은탄의 어려운 이 안전하게 관림되고 있다
p00_u06,p00,ce_lpf7k,피네마을버스는 출택 휴간때 일부 노선을 배외하고는 대부분의 노선히 혼자도가 나자 현재는 홍한탄의 어려운 이 안전하게 관림되고 있다
p00_u06,p00,taps_notch,시의마을박스는 슐택근 시간대 일부 노선을 제외하고는 대부분의 노선히 혼적도가 낮자 현재는 생활차의 어려운없이 안전하기 관리되고 있다
p00_u06,p00,ce_notch,히날마을버스는 출택근 휴관때 일부 노선을 대외하고는 대부분의 노선히 혼적도가 낮아 현재는 통활타의 어려 이 안전하게 관리되고 있다
p00_u06,p00,hyb_tapsLow_ceHigh,히내마을버스는 출택근 시간때 일부 노선을 대외하고는 대부분의 노선히 혼적도가 낮자 현재는 생활타의 어려운없이 안전하기 관리되고 있다
p00_u06,p00,hyb_ceLow_tapsHigh,시내 마을버스는 출택분 시간대 일부 노선을 제외하고는 대부분의 노선히 혼잡도가 나자 현재는 승활차의 어려운 없이 안전하기 관리되고 있다
p00_u07,p00,mix0.00,앞으로 시는 이천 이십 삼 년 하반기 중 사차태의 의무제를 도입해 버스에 제차 인원 정보를 파악해 탑승 인원을 실시간 수십팔 계획이다
